name,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
CANDLER,77.16,19.3,(S),(S),1.38,1.77
ESH,98.88,(S),(S),0.22,0.26,0.39
KALMAN,95.94,(S),1.34,(S),0.95,1.38
LASKEY,90.33,6.61,0.47,0.35,1.08,1.17
THURLOW,96.37,0.39,0.39,0.56,0.91,1.38
BALLANTYNE,91.62,4.36,0.65,0.35,1.12,1.9
DAN,51.02,5.66,23.46,13.17,3.93,2.76
FIKES,64.58,31.92,0.22,0.3,1.3,1.68
LEITE,75.55,3.2,0.56,0.26,12.7,7.73
REGNIER,94.34,2.29,0.65,0.52,0.95,1.25
SAMANO,6.52,0,2.33,0.22,0.69,90.24
YOHE,96.03,0.35,0.65,0.6,1.04,1.34
CENDEJAS,3.11,0,(S),(S),0.35,96.28
FAIRMAN,80.21,15.51,0.52,0.43,1.04,2.29
MIKULA,97.97,0.86,(S),(S),0.35,0.48
DRAGON,88.54,4.02,3.16,0.78,1.08,2.42
MANZELLA,96.5,(S),0.43,(S),1.04,1.9
RENNINGER,97.92,(S),0.56,(S),0.73,0.61
CURRENT,90.31,6.79,0.26,0.39,0.99,1.25
GODBEY,95.07,1.25,0.69,0.48,1.43,1.08
LEAMAN,95.37,1.04,0.74,0.48,1.08,1.3
MIRABAL,13.54,(S),(S),3.07,1.08,81.75
BIRGE,87.36,8.26,0.35,1.04,1.25,1.73
BOERNER,96.5,0.22,0.82,0.3,1.13,1.04
DEPAZ,4.98,0.74,2.08,0,0.82,91.39
SEVERIN,83.3,11.81,(S),(S),2.08,2.21
WEDDINGTON,63.39,32.97,(S),(S),1.47,1.47
WESTBERRY,85.46,10.9,(S),1.38,(S),1.34
LEBEL,95.58,0.52,0.52,0.26,1.13,1.99
LONGENECKER,97.79,0.22,0.56,0.43,0.43,0.56
MCCREERY,95.76,0.3,0.35,0.95,1.47,1.17
AUGUSTE,4.46,82.5,0.69,0.3,9.4,2.64
COLONNA,95.19,(S),0.56,(S),0.95,3.07
GAN,30.1,1.47,62.41,0.39,2.6,3.03
NADER,87.57,1.43,0.91,0,3.72,6.37
BEIL,86.22,10.31,0.69,0.3,1.13,1.34
DULEY,89.64,6.07,0.74,0.65,1.56,1.34
MINYARD,88,4.9,0.39,1.99,2.69,2.04
PARAMO,4.51,0.22,0.3,0.3,0.48,94.19
SALTERS,32.45,63.56,0.26,0.61,2.21,0.91
BRINDLEY,97.14,0.56,(S),(S),0.78,1.21
LUMPKINS,57.35,39.36,0.26,0.39,2.04,0.61
SIMMERS,94.02,0.95,0.39,1.52,2.51,0.61
CRISMAN,94.93,0.65,0.56,0.26,1.26,2.34
DEROCHE,87.51,5.51,0.35,4.12,1.39,1.13
KEMMERER,97.35,(S),0.61,(S),0.74,0.95
LANZ,86.51,3.3,1.13,0.35,0.78,7.94
RAULERSON,95.58,1.39,0.43,0.48,1.04,1.08
BOGNER,97.48,0.26,0.26,0.48,0.65,0.87
GUNNELS,87.42,8.98,(S),(S),1.48,1.34
MAHN,89.41,2.65,4.34,0.35,1.69,1.56
REASON,66.68,27.72,0.3,0.87,2.91,1.52
SCHERR,96.23,(S),0.87,(S),1.04,1.48
WARFORD,82.52,11.11,0.35,1.74,2.69,1.61
WILLER,90.76,5.16,0.82,0.3,1.21,1.74
DESHIELDS,28.56,65.23,(S),(S),3.6,1.95
DIGIROLAMO,96.53,0.35,0.35,0,0.87,1.91
GAILLARD,48.09,45.49,(S),(S),3.34,2.73
HALLOWELL,93.01,1.74,0.35,1.65,1.22,2.04
HIVELY,96.31,(S),0.43,(S),1.35,1.52
WILCOXSON,77.69,18.45,0.26,0.3,1.61,1.69
CREASON,94.62,0.26,0.48,0.74,1.48,2.43
JABER,70,1.48,(S),(S),23.27,3.78
LAPINSKI,98.22,(S),0.22,(S),0.74,0.61
SAKAI,9.47,0.22,81.2,0.35,6.82,1.95
BOLIVAR,14.16,5.17,3.34,(S),(S),75.59
FUJII,5.82,(S),84.4,(S),7.04,2.13
MILLWOOD,92.14,5.21,0.26,0.43,1.17,0.78
PLEMMONS,96.05,(S),(S),1.35,1.26,0.91
SHUMPERT,42.22,54.43,0.26,0.35,1.48,1.26
CLEGHORN,88.96,7.13,0.35,0.7,1.65,1.22
LAMERE,79.23,1.04,0.43,14.34,2.87,2.09
MCCAW,83.79,9.3,2.09,1.09,2.56,1.17
SEAVEY,97.22,(S),0.43,(S),1.09,0.65
ZWICK,97.35,(S),0.3,(S),0.22,1.87
HOSLER,95.35,0.35,0.65,0.48,1.52,1.65
LEPLEY,97.91,0.48,(S),(S),0.43,0.78
CORNWALL,79.47,15.31,0.43,0.65,1.96,2.17
GAUGER,97.13,(S),0.61,(S),1.13,0.7
HOFMEISTER,97.26,(S),0.26,(S),0.74,1.39
MARDEN,89.95,4.44,0.61,1.83,1.96,1.22
BIGGER,86.51,7.88,0.61,1.7,1.74,1.57
BUGARIN,6.74,0,15.36,0.3,1.48,76.11
GUARDIOLA,7.01,0.35,0.22,0.3,0.39,91.73
HEINEMAN,95.39,(S),0.96,(S),0.87,2.39
HERTZOG,95.26,2.09,0.39,0,0.78,1.48
LOOSE,97,0.26,0.26,0.3,1.39,0.78
FLANNIGAN,82.67,14.24,0.39,0.48,1.13,1.09
RATHBURN,95.86,(S),1.22,(S),1.44,0.96
RETZLAFF,97.04,0.22,0.44,0.26,1.04,1
RIZZUTO,95.56,0.22,0.3,0,1.35,2.57
MOULDER,91.68,4.53,(S),(S),1.61,1.44
TOWN,87.2,5.97,2.31,1.18,1.79,1.57
GAUTIER,68.58,8.76,0.83,0.31,2.18,19.35
HAMID,28.1,11.98,35.29,0.7,21.09,2.83
TORRANCE,77.12,19.39,(S),(S),1.87,1.13
WALTHALL,76.17,19.52,0.61,0.52,2.14,1.05
WINDOM,41.74,54.9,0.26,0.31,1.66,1.13
CONCANNON,96.29,(S),0.44,(S),1,1.92
GASAWAY,78.99,17.22,0.35,0.22,1.35,1.87
KIRWAN,93.94,2.48,(S),(S),1.09,1.74
KLECKNER,97.08,0.26,0.26,0.44,1.05,0.92
PINKARD,48.52,46.6,0.22,0.44,2.66,1.57
ESHLEMAN,97.91,(S),0.26,(S),0.96,0.65
MCQUISTON,96.9,0.57,0.35,0.22,0.87,1.09
YOW,82.42,7.41,6.63,0.92,1.26,1.35
BOLLES,92.23,2.44,0.57,0.65,1.53,2.57
CRAINE,77.79,15.62,0.52,0.57,1.31,4.19
FOULK,93.76,2.05,0.44,0.35,1.09,2.31
GHOLSTON,18.15,78.36,(S),(S),2.09,1.13
HINNANT,53.84,43.67,(S),(S),1.44,0.74
LEBO,96.47,(S),0.35,(S),0.61,2.09
RIGGLEMAN,97.08,0.61,0.31,0.26,0.65,1.09
TORKELSON,96.68,(S),0.7,(S),1.31,0.96
CANALE,93.06,0.48,0.57,0.26,1,4.63
CELESTIN,8.51,76.95,(S),(S),7.81,5.67
MANCIA,15.71,0.35,1.53,0,1.18,81.23
NEUBERT,97.38,(S),0.48,(S),0.96,0.74
FISCH,95.81,0.44,(S),(S),1.97,1.44
FLIPPIN,80.22,15.9,0.31,0.52,1.92,1.14
HIGHFILL,94.76,0.31,0.26,1.14,1.18,2.36
HOEFER,95.15,2.23,0.31,0.26,0.83,1.22
MATTE,91.4,1.14,0.57,1.66,1.31,3.93
MCLIN,54.24,42.45,(S),(S),1.88,1.09
SCHMALTZ,97.21,0,0.52,0.44,0.92,0.92
ENSOR,96.72,(S),0.74,(S),1,0.74
GUMP,96.2,0.7,0.31,1.35,0.66,0.79
KILROY,95.76,0.74,(S),(S),1.22,1.66
KLOSTERMAN,98.43,(S),0.22,(S),0.52,0.48
MIKKELSON,96.59,0.31,0.44,0.39,0.96,1.31
RUPPEL,97.9,(S),0.31,(S),0.52,1.05
APGAR,95.06,1.22,0.39,0.22,1.31,1.79
CESSNA,95.63,0.83,0.35,0.35,1.31,1.53
JACOBUS,93.97,1.84,0.61,0.7,0.87,2.01
NORTHINGTON,52.84,43.23,(S),(S),1.7,1.31
PETTYJOHN,87.63,9,0.39,0.79,1.27,0.92
SAUVE,94.58,0.7,0.48,1.01,1.4,1.84
STEFFEY,97.81,0.44,0.39,0.48,0.26,0.61
DOSSETT,92.83,4.07,0.31,0.7,0.74,1.36
MASCARENAS,13.82,(S),4.72,1.66,(S),78.27
MCCROSKEY,90.38,7.61,(S),(S),0.96,0.74
MORO,67.25,1.88,1.36,0.66,1.71,27.15
SMITHEY,94.36,1.36,0.57,0.74,1.44,1.53
YELVERTON,66.68,31.13,(S),(S),1.01,0.79
HEBB,82.72,13.25,(S),1.22,1.49,(S)
QUINTEROS,5.16,(S),0.48,(S),0.39,93.74
ATKIN,91.82,4.64,0.31,0.88,1.14,1.23
GIANG,1.18,0.26,96.11,0.22,1.84,0.39
HIEBERT,94.66,(S),(S),1.18,1.88,1.79
HOWINGTON,90.81,6.08,(S),0.83,1.4,(S)
LINGERFELT,98.07,(S),0.22,(S),0.88,0.61
PONTIUS,95.89,0.26,0.74,0.31,0.92,1.88
SCHUELER,97.81,(S),0.39,(S),0.48,1.09
SIPPLE,93.92,4.03,(S),(S),0.92,0.79
KEETER,93.08,2.15,0.44,0.83,2.28,1.23
MACRAE,93.48,3.11,0.61,0.74,0.88,1.18
MEASE,90.46,6.09,0.79,0.26,1.36,1.05
SAILER,96.37,0.7,0.57,0.22,0.53,1.62
SMITS,95.32,0.92,0.35,0.22,1.93,1.27
AMSTUTZ,97.37,(S),0.31,(S),0.7,1.27
KUEBLER,97.2,(S),(S),0.66,0.92,0.7
SCATES,74.38,20.59,0.44,1.27,1.8,1.53
SHORTRIDGE,90.98,5.48,0.22,0.44,1.58,1.31
CAMBRON,76.47,1.58,0.31,0.92,1.36,19.37
EAKER,96.1,1.58,(S),(S),0.83,1.05
FINLAYSON,91.06,5.57,0.7,0,1.53,1.14
BANK,77.6,16.83,2.72,(S),(S),2.02
BOOKOUT,92.55,0.26,0.31,2.06,2.85,1.97
MULLETT,96.27,1.23,0.22,0.35,1.05,0.88
DADE,32.59,60.83,1.01,0.57,3.07,1.93
GALLUCCI,95.79,(S),0.31,(S),1.27,2.28
HASKETT,84.12,11.71,0.44,1.62,1.32,0.79
LAHEY,96.62,(S),1.14,(S),0.48,1.23
MORLOCK,95.83,0.57,0.48,0.57,1.05,1.49
SCHLENKER,96.62,0,0.53,0.35,1.01,1.49
BANFIELD,84.73,10.14,0.35,0.44,2.06,2.28
CROWNOVER,93.68,2.76,(S),(S),1.58,1.18
RYERSON,95.61,0.61,0.57,0.26,1.14,1.8
CONERLY,41.7,55.49,(S),(S),1.23,1.19
DIGGINS,62.16,34.15,0.48,0.22,1.36,1.62
MCCLAY,76.03,20.5,0.7,0.26,1.27,1.23
PRIMUS,37.09,57.86,(S),(S),2.72,1.54
SYVERSON,97.15,(S),(S),0.35,1.27,0.75
BLASINGAME,83.52,12.52,0.53,0.53,1.63,1.27
PRINDLE,95.21,1.27,0.57,0.22,1.45,1.27
DEFORD,93.76,1.45,0.57,1.1,1.49,1.63
GARNES,48.75,45.45,0.62,0.26,2.37,2.55
GLASPER,5.67,90.77,0.22,0.4,1.98,0.97
HOISINGTON,94.28,0.53,0.62,1.41,1.32,1.85
LORUSSO,96.79,(S),(S),0.4,1.01,1.45
HESSON,94.98,1.63,0.4,0.31,1.32,1.36
TALMADGE,79.45,10.43,0.57,1.45,2.86,5.24
THRELKELD,89.18,7.74,0.31,0.4,0.97,1.41
WINFREE,78.18,17.47,0.44,0.62,2.33,0.97
YOUSSEF,79.32,1.63,1.45,0,15.13,2.46
BURSE,23.81,72.45,0,0.26,2.16,1.32
DIEDERICH,97.23,(S),0.31,(S),1.01,1.19
HEACOCK,94.54,0.75,0.62,0.48,1.41,2.2
RAWLINSON,81.65,14.3,0.26,0.53,1.06,2.2
BAUDER,95.86,0.31,0.48,0.44,1.45,1.45
HENTON,50.29,45.18,0.57,0.66,1.94,1.37
NIEMIEC,98.06,0,(S),(S),0.84,0.75
NORBY,94.41,0.26,1.45,1.06,1.1,1.72
PINZON,9.86,(S),4.23,(S),0.66,84.46
PRENTISS,81.42,13.12,0.4,1.98,1.67,1.41
PURIFOY,35.05,61.25,(S),(S),1.81,1.41
SCRANTON,86.31,11.23,0.53,0.22,1.14,0.57
TOWLES,65.3,29.37,(S),(S),2.11,2.55
ALBARADO,30.93,(S),1.41,(S),0.97,65.99
CUADRA,8.28,(S),3,(S),0.53,87.62
EDLER,87.8,9.16,0.35,0.57,1.23,0.88
RAGIN,11.67,84.14,0.44,0.26,1.63,1.85
ALDAY,43.76,1.19,8.33,0.53,1.72,44.47
DALLEY,81.97,12.21,0.53,0.66,2.91,1.72
DEVITA,93.3,0.48,0.48,0,1.81,3.92
GOULDING,92.38,3.44,0.53,0.53,1.15,1.98
HOADLEY,95.68,0.4,0.57,0.71,0.93,1.72
KOLODZIEJ,96.65,(S),0.57,(S),1.5,1.06
KROPF,96.52,(S),0.4,(S),0.53,2.25
MILLIS,91.89,4.19,0.35,0.53,1.5,1.54
PAVON,14.94,0.97,2.03,(S),(S),81.27
BOEHME,95.46,(S),0.71,(S),1.37,1.94
CRESPIN,14.9,0.35,0.49,6.39,1.23,76.63
KUIPER,96.34,0.22,0.66,0.49,1.23,1.06
LAGRONE,61.55,36.29,(S),(S),0.97,0.79
SAILOR,73.5,20.55,0.71,1.37,1.41,2.47
XAVIER,47.88,16.71,11.38,1.23,14.95,7.85
TIDD,95.63,1.54,(S),(S),1.06,1.15
WILMORE,39.7,53.77,0.49,0.57,3.04,2.43
ZIEMER,96.6,(S),0.26,(S),1.54,1.19
JOB,80.41,7.59,6.53,0.31,2.03,3.13
KETTLER,96.25,0.79,0.26,0.75,0.79,1.15
MIRON,67.43,1.15,0.35,0.88,1.41,28.77
PILON,85.53,1.06,0.53,0.49,1.81,10.59
ROPP,96.56,0.31,0.75,0.66,0.53,1.19
SALSBURY,92.41,2.29,(S),(S),1.24,3.22
SENSENIG,98.63,(S),0.26,(S),0.35,0.62
CAYTON,85.74,6.4,3.97,0.97,1.9,1.02
NANNEY,97.31,(S),(S),0.57,1.02,0.84
RASCH,94.3,(S),0.93,(S),1.41,2.3
SILVESTRE,17.7,(S),15.58,(S),2.16,63.89
ACKERMANN,95.63,(S),1.28,(S),0.93,1.72
DAMPIER,70.45,26.06,0.27,0.35,1.46,1.41
FRIEDEL,96.64,(S),0.57,(S),0.93,1.46
KLEIMAN,94.88,(S),0.31,(S),0.93,3.53
LADUE,93.11,0.49,0.31,2.78,2.25,1.06
DUCLOS,87.89,6.58,0.44,0.27,1.86,2.96
EZZELL,93.9,3.76,(S),(S),0.88,0.88
GERONIMO,10.74,0.57,35.66,1.9,2.17,48.96
MOOR,82.9,10.34,1.94,0.53,2.12,2.17
NEUHAUS,96.55,(S),0.4,(S),0.66,2.12
ALLENDER,91.82,4.2,0.57,0.8,1.15,1.46
LAN,15.08,2.79,76.92,(S),(S),3.01
TEDESCHI,97.79,(S),0.22,(S),0.66,1.15
DAWLEY,93.54,3.05,0.35,0.31,1.15,1.59
GODINA,15.04,(S),0.93,(S),0.44,83.28
GUERNSEY,96.24,(S),(S),0.66,1.42,0.93
KEARSE,23.04,73.77,(S),(S),1.64,1.24
LANGTON,94.38,1.37,0.44,0.62,1.42,1.77
BISBEE,91.9,3.14,0.71,0.71,1.77,1.77
KOBER,96.06,1.06,0.27,0.49,0.75,1.37
BAIG,8.32,(S),76.76,(S),11.47,2.61
KINMAN,95.88,0.53,0.53,0.62,0.97,1.46
KIRCHOFF,97.26,(S),0.27,(S),0.97,1.15
LAMPHERE,95.04,0.4,0.62,0.93,1.55,1.46
MALO,78.22,1.2,5.14,0.35,2.04,13.06
MILLETTE,93.14,3.14,0.71,0.22,1.15,1.64
STROUPE,95.31,1.46,(S),(S),1.55,0.84
TSAO,2.52,(S),93.89,(S),2.92,0.62
WESNER,95.62,1.06,(S),(S),1.06,2.04
YEOMAN,89.69,5.75,0.44,0.66,1.33,2.12
BAREFIELD,55.18,40.04,0.35,0.58,1.51,2.35
CRISTOBAL,4.78,0.49,40.97,0.27,3.32,50.18
DEWOLF,95.97,(S),0.31,(S),1.9,1.46
FITZMAURICE,96.55,(S),0.62,(S),0.8,1.59
MCALEER,97.87,(S),0.35,(S),0.53,0.97
MUCCI,95.53,1.15,(S),(S),1.15,1.59
PAIR,73.56,17.85,2.66,1.99,1.42,2.52
BARA,68.76,4.92,1.77,0.49,1.86,22.2
FABRE,55.65,20.56,1.64,0.66,2.61,18.87
MACEY,89.77,6.16,0.4,0.27,1.33,2.08
MCLENNAN,84.18,11.74,(S),(S),1.42,2.08
NATAL,13.07,1.37,1.64,0.44,1.37,82.1
VIEYRA,8.24,(S),(S),0.31,0.49,90.56
EYRE,93.88,1.06,0.58,1.11,1.29,2.08
MAGNO,40.78,0.89,44.68,0.31,3.5,9.84
CHATTERTON,94.5,0.62,(S),(S),1.15,3.02
GILLAND,93.17,3.28,0.35,0.4,1.51,1.29
HURLBUT,96.32,(S),0.84,(S),0.8,1.77
UMBERGER,98.36,(S),0.31,0.27,0.75,(S)
BRAMBILA,3.33,(S),(S),(S),0.31,96.1
MAZZEO,94.99,(S),0.35,(S),0.62,3.82
ROLOFF,96.18,0.27,0.58,0.22,1.11,1.64
BIER,94.58,(S),0.4,(S),1.24,3.51
GIOIA,95.3,(S),0.84,(S),1.33,2.35
KAPOOR,6.08,(S),85.62,(S),6.88,0.93
LETSON,91.57,2.66,0.67,0.93,1.95,2.22
MARLATT,96.89,(S),(S),0.62,0.93,1.07
NORSWORTHY,86.55,10.3,0.22,0.4,0.71,1.82
BAUGHN,89.61,6.62,(S),(S),1.24,1.47
BLACKLEDGE,86.1,10.57,0.58,0.44,1.2,1.11
FLIPPO,95.16,0.31,0.49,1.07,1.2,1.78
FLY,81.93,12.66,0.71,1.02,1.47,2.22
HOUDE,95.74,1.55,0.4,0.27,1.07,0.98
BOBER,94.05,1.33,(S),(S),1.42,2.75
BOYDSTON,91.51,2.04,0.93,1.51,2.4,1.6
COLETTI,94.49,(S),0.22,(S),1.16,3.95
CUENCA,6.31,(S),16.53,(S),1.16,75.52
DETERS,97.65,(S),0.4,(S),0.76,0.76
DINKEL,96.45,0.22,0.27,0.67,0.89,1.51
FERDINAND,43.67,46.47,0.98,0.36,4.09,4.44
RATHBONE,95.6,0.76,0.44,0.89,1.11,1.2
BLAGG,94,0.93,0.22,1.24,2.09,1.51
BOYDEN,83.29,11.47,(S),(S),1.6,2.31
MEADS,82.67,14.67,0.36,0.49,0.71,1.11
NARCISSE,1.96,91.07,0.22,0.22,4.18,2.36
SAELEE,0.53,(S),93.07,(S),5.47,0.53
TIMMINS,94.62,2.13,0.8,0.31,1.16,0.98
AMICO,91.86,1.11,1.73,0.62,0.8,3.87
COSNER,96.04,0.22,0.84,0.27,1.38,1.24
DOWDLE,90.35,6.22,(S),(S),0.89,2.27
STRAWSER,97.29,0.36,(S),(S),1.16,0.93
BALK,82.16,(S),15.21,(S),0.49,1.56
GOLUB,95.77,0.71,0.58,0.36,1.51,1.07
RILES,43.46,52,(S),(S),2.4,1.82
SILVERBERG,95.82,1.2,0.53,0,0.71,1.73
BUHR,96.4,0.27,0.8,0.22,0.62,1.69
FELTMAN,96.75,0.27,0.36,0.22,1.34,1.07
STICKEL,96.35,0.27,0.67,0.49,1.25,0.98
ZAPIEN,4.76,(S),(S),0.36,0.36,94.39
CARGILE,78.01,18.21,0.49,0.45,1.38,1.47
KULIK,96.88,(S),0.62,(S),0.8,1.2
LAZZARO,96.08,(S),0.45,(S),0.49,2.72
OBERLE,96.48,(S),0.93,0.93,(S),1.2
WICKSTROM,95.73,(S),(S),0.71,0.98,1.96
BOULTON,88.73,6.9,0.67,0.4,1.25,2.05
COCKRUM,89.71,5.52,0.31,1.25,0.89,2.32
MAEDA,9.58,0.53,74.39,0,5.84,9.67
AMENT,95.99,(S),0.4,(S),1.65,1.69
CULBERT,76.78,19.52,0.36,0.22,1.02,2.09
DULA,61.94,33.33,1.6,(S),2.27,(S)
SANDFORD,81.06,15.06,0.49,0.58,1.47,1.34
CHUNN,68.64,25.65,2.68,(S),1.47,(S)
OWENBY,97.55,(S),(S),0.54,0.8,0.8
WASILEWSKI,95.81,(S),0.27,(S),2.05,1.65
CORDON,36.5,9.1,2.32,(S),(S),51
GANS,85.1,10.44,0.58,0.76,1.12,2.01
HOGGE,95.49,1.29,0.31,0.85,1.03,1.03
KLOS,85.9,0.58,(S),(S),1.52,11.33
LEONARDI,95.31,(S),0.85,(S),1.25,2.19
MANJARREZ,5.31,(S),0.45,(S),0.22,93.75
OESTREICH,97.55,0.45,(S),(S),0.85,0.67
ORCHARD,95.05,0.58,0.45,0.36,1.29,2.28
PRESSON,94.24,2.9,0.4,0.54,0.76,1.16
WICHMAN,95.81,0.27,0.85,0.49,1.74,0.85
DOLCE,81.47,13.13,(S),(S),2.5,2.01
DRENNEN,96.65,1.38,(S),(S),0.67,0.94
HAGSTROM,96.83,(S),0.45,(S),0.85,1.47
OLANDER,95.58,1.03,(S),(S),1.21,1.43
TIGER,42.77,6.56,0.27,41.16,6.34,2.9
WIRT,90.94,5.94,0.4,0.27,1.12,1.34
CRUMBLEY,61.59,35.91,(S),(S),0.85,0.89
HIRSH,96.52,0.71,(S),(S),1.12,0.85
MCGREEVY,97.19,(S),(S),0.71,0.94,0.63
TALLY,76.86,17.82,0.36,1.21,1.07,2.68
AMIDON,90.97,0.63,0.76,0.63,1.07,5.94
LINT,96.02,0.76,0.98,0.22,1.21,0.8
LIPFORD,64.08,33.51,0.22,0.54,1.21,0.45
OLAGUE,8.67,0.67,0.49,0.36,0.36,89.45
POCHE,83.91,10.46,(S),(S),0.98,3.84
CUNEO,89.54,1.52,0.4,0.22,1.52,6.79
ENGEN,95.75,0.27,0.63,0.4,1.74,1.21
KRUMM,96.92,(S),0.49,(S),0.58,1.79
MCELFRESH,97.27,0.27,0.31,0.31,0.98,0.85
AROCHO,6.8,0.98,(S),(S),(S),91.86
BRONNER,65.65,30.68,(S),(S),1.16,1.88
HAAK,97.05,0.58,(S),(S),0.72,1.16
LONGWORTH,92.67,3,0.4,0.31,1.48,2.15
SEAMON,88.51,8.09,0.27,0.89,1.12,1.12
SWARTZENTRUBER,99.46,(S),(S),(S),(S),0.22
BRZEZINSKI,97.09,(S),(S),0.45,0.81,1.25
CHAND,5.68,1.3,72.04,0.98,17.67,2.33
CHAPEL,78.12,15.48,0.27,0.85,1.25,4.03
HEIDENREICH,97.72,(S),0.58,(S),0.81,0.63
HITCHENS,72.98,23.53,0.45,0.67,1.48,0.89
WILHOIT,94.72,2.86,0.36,0.54,0.94,0.58
BURCHARD,94.67,(S),(S),0.76,2.28,1.7
DIBELLA,95.61,(S),0.22,(S),0.98,2.95
ELLENBERGER,97.58,0,0.31,0.36,0.85,0.9
GAMBLIN,82.72,12.26,0.63,1.3,1.57,1.52
ORMOND,78.25,18.4,(S),(S),1.25,1.25
NICOLL,95.16,0.22,0.67,0.76,0.9,2.28
SIMCOX,97.54,(S),0.27,(S),1.03,0.9
DITTMAR,96.37,0.36,0.49,0.22,1.21,1.34
GRAYS,9.63,85.62,0.27,0.4,2.73,1.34
SPERO,88.62,(S),1.39,(S),1.08,8.47
STROHM,96.06,0.22,0.81,0.49,0.85,1.57
VESS,96.24,(S),(S),0.72,1.12,1.43
WYCOFF,87.19,9.45,(S),(S),1.16,1.48
GREENING,90.68,2.87,0.72,0.4,2.15,3.18
KNAUSS,97.09,(S),0.63,(S),1.12,0.85
MAYNES,62.89,9.59,0.81,0.67,1.21,24.83
PICONE,94.13,0.36,(S),(S),1.26,3.9
WOJTOWICZ,97.4,(S),0.22,(S),0.85,1.26
CARLINO,95.2,(S),0.36,(S),1.35,2.65
CHAPUT,96.41,0.4,(S),(S),1.12,1.57
KESTNER,97.62,(S),0.31,(S),0.81,0.81
PONTON,64.8,18.39,0.99,0.36,2.06,13.41
SOLIMAN,60.94,3,17.35,0.22,14.35,4.13
DIMAURO,97.08,(S),0.27,(S),0.81,1.53
IORIO,96.05,(S),0.67,(S),0.58,2.6
KELCH,95.47,1.79,0.36,0.58,0.72,1.08
PARENTEAU,93.85,(S),(S),1.03,1.62,2.6
PESINA,9.11,(S),0.54,(S),0.45,89.59
CLAUSON,96.05,1.08,0.4,0.27,0.81,1.39
KEELS,31.06,61.67,(S),(S),4.13,2.11
STIGALL,77.02,18.63,0.4,0.63,2.29,1.03
WALDREP,96.32,(S),(S),0.9,0.99,1.3
DRAEGER,96.23,(S),0.49,(S),0.81,1.93
ERTEL,97.08,(S),0.54,(S),0.81,0.9
STARNER,97.53,(S),(S),0.4,0.67,0.99
WIX,91.92,4.8,0.22,0.63,1.26,1.17
CHAREST,96.32,0.54,0.58,0.36,1.17,1.03
IVANOV,94.61,(S),(S),(S),3.82,1.21
SIMONEAUX,91.82,5.53,0.31,0.63,0.67,1.03
GRAVEL,97.21,(S),0.45,(S),0.76,0.99
THOR,39.87,0.54,55.78,(S),3.15,(S)
CLENDENIN,95.73,1.98,0.27,0.67,0.54,0.81
KROMER,97.35,(S),0.67,(S),0.45,1.21
TROTTIER,84.67,0.31,0.72,10.61,2.2,1.48
AVENT,41.88,54.52,0.49,0.27,1.12,1.71
BENDA,94.78,0.9,0.94,(S),(S),2.43
DOMBROSKI,98.61,(S),0.31,(S),0.45,0.54
FRIEDLAND,97.26,(S),0.54,(S),0.9,0.85
HORNBUCKLE,74,17.36,0.27,5.53,1.93,0.9
RADABAUGH,96.85,(S),(S),0.58,1.3,0.9
TOUCHET,95.95,0.9,(S),0.49,(S),2.07
LAX,82.31,12.29,1.62,0.36,1.89,1.53
MESSERSMITH,95.27,(S),1.13,(S),0.9,2.21
VESELY,95.32,0.45,0.36,0.81,1.13,1.94
WIKE,93.7,3.83,0.27,0.5,0.77,0.95
BREY,91.18,3.15,0.86,0.86,1.31,2.66
COGDILL,96.31,(S),0.59,(S),1.13,1.35
DEOLIVEIRA,71.27,2.07,(S),(S),16.07,10.18
OVERTURF,94.87,(S),(S),1.53,1.44,1.53
BEAIRD,89.19,7.07,0.36,0.72,1.62,1.04
CEVALLOS,6.85,(S),0.54,(S),0.68,91.8
DEFALCO,95.45,(S),0.23,(S),1.13,3.02
PERO,85.81,4.14,1.26,1.67,1.85,5.27
SOVA,94.1,0.32,0.72,0.45,1.53,2.88
TAORMINA,94.55,(S),0.5,(S),1.17,3.29
THORNBERRY,96.58,(S),(S),0.41,0.95,1.58
HAJEK,96.26,(S),0.54,(S),1.17,1.76
MACAULAY,93.11,3.24,0.77,0.27,1.58,1.04
WESTERVELT,94.77,0.32,0.45,0.9,1.67,1.89
BRUGGER,96.8,0.63,(S),(S),0.77,1.44
FRISON,32.46,63.84,(S),(S),2.03,1.22
KETTERER,96.21,1.13,(S),(S),0.72,1.22
LEFF,95.76,0.95,(S),(S),0.72,2.12
MULLENIX,95.45,1.26,0.36,0.72,1.08,1.13
ONO,7.39,1.13,82.6,0.23,6.22,2.43
CALHOON,91.43,4.78,0.36,0.59,1.22,1.62
DIMATTEO,94.54,(S),0.36,(S),1.44,3.61
GULLO,94.23,0.32,0.54,0.27,0.77,3.88
HOCKADAY,59.81,35.36,(S),(S),1.67,2.44
SUMMEY,88.95,8.25,0.32,0.59,0.99,0.9
AGAN,90.97,0.77,3.93,0.32,1.62,2.39
PATENAUDE,97.25,(S),(S),0.36,0.9,1.17
MARY,79.91,10.97,2.57,0.5,2.21,3.84
TANIS,82.71,12.91,(S),(S),1.81,1.94
OBERT,96.7,0.32,0.72,0.5,0.72,1.04
ELTON,91.78,3.66,0.5,0.99,1.17,1.9
MIGLIORE,94.31,(S),0.72,(S),1.49,3.03
RANDLES,85.68,9.76,0.32,0.63,1.85,1.76
